"Nível Territorial (Código)","Nível Territorial","Unidade de Medida (Código)","Unidade de Medida","Valor","Unidade da Federação (Código)","Unidade da Federação","Trimestre (Código)","Trimestre","Variável (Código)","Variável"
"3","Unidade da Federação","2","%",3.3,"27","Alagoas","201303","3º trimestre 2013","4117","Coeficiente de variação - Taxa combinada de desocupação e força de trabalho potencial, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",23.4,"27","Alagoas","201303","3º trimestre 2013","4118","Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",3,"27","Alagoas","201303","3º trimestre 2013","4119","Coeficiente de variação - Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",9.4,"27","Alagoas","201304","4º trimestre 2013","4099","Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",4.8,"27","Alagoas","201304","4º trimestre 2013","4103","Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",15,"27","Alagoas","201304","4º trimestre 2013","4114","Taxa combinada de desocupação e de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",3.8,"27","Alagoas","201304","4º trimestre 2013","4115","Coeficiente de variação - Taxa combinada de desocupação e de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",16.9,"27","Alagoas","201304","4º trimestre 2013","4116","Taxa combinada de desocupação e força de trabalho potencial, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",3.6,"27","Alagoas","201304","4º trimestre 2013","4117","Coeficiente de variação - Taxa combinada de desocupação e força de trabalho potencial, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",22,"27","Alagoas","201304","4º trimestre 2013","4118","Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",3.2,"27","Alagoas","201304","4º trimestre 2013","4119","Coeficiente de variação - Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",9.8,"27","Alagoas","201401","1º trimestre 2014","4099","Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",4.5,"27","Alagoas","201401","1º trimestre 2014","4103","Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",14.8,"27","Alagoas","201401","1º trimestre 2014","4114","Taxa combinada de desocupação e de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",3.8,"27","Alagoas","201401","1º trimestre 2014","4115","Coeficiente de variação - Taxa combinada de desocupação e de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",17.8,"27","Alagoas","201401","1º trimestre 2014","4116","Taxa combinada de desocupação e força de trabalho potencial, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",3.4,"27","Alagoas","201401","1º trimestre 2014","4117","Coeficiente de variação - Taxa combinada de desocupação e força de trabalho potencial, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",22.4,"27","Alagoas","201401","1º trimestre 2014","4118","Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",3.3,"27","Alagoas","201401","1º trimestre 2014","4119","Coeficiente de variação - Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",9.8,"27","Alagoas","201402","2º trimestre 2014","4099","Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",4.6,"27","Alagoas","201402","2º trimestre 2014","4103","Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",14.5,"27","Alagoas","201402","2º trimestre 2014","4114","Taxa combinada de desocupação e de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",4,"27","Alagoas","201402","2º trimestre 2014","4115","Coeficiente de variação - Taxa combinada de desocupação e de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",17.1,"27","Alagoas","201402","2º trimestre 2014","4116","Taxa combinada de desocupação e força de trabalho potencial, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",3.6,"27","Alagoas","201402","2º trimestre 2014","4117","Coeficiente de variação - Taxa combinada de desocupação e força de trabalho potencial, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",21.5,"27","Alagoas","201402","2º trimestre 2014","4118","Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",3.4,"27","Alagoas","201402","2º trimestre 2014","4119","Coeficiente de variação - Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",9.8,"27","Alagoas","201403","3º trimestre 2014","4099","Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",4.6,"27","Alagoas","201403","3º trimestre 2014","4103","Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",14.3,"27","Alagoas","201403","3º trimestre 2014","4114","Taxa combinada de desocupação e de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",4,"27","Alagoas","201403","3º trimestre 2014","4115","Coeficiente de variação - Taxa combinada de desocupação e de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",16.1,"27","Alagoas","201403","3º trimestre 2014","4116","Taxa combinada de desocupação e força de trabalho potencial, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",3.9,"27","Alagoas","201403","3º trimestre 2014","4117","Coeficiente de variação - Taxa combinada de desocupação e força de trabalho potencial, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",20.3,"27","Alagoas","201403","3º trimestre 2014","4118","Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",3.6,"27","Alagoas","201403","3º trimestre 2014","4119","Coeficiente de variação - Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",9.5,"27","Alagoas","201404","4º trimestre 2014","4099","Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",3.8,"27","Alagoas","201404","4º trimestre 2014","4103","Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",15.6,"27","Alagoas","201404","4º trimestre 2014","4114","Taxa combinada de desocupação e de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",3.1,"27","Alagoas","201404","4º trimestre 2014","4115","Coeficiente de variação - Taxa combinada de desocupação e de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",17,"27","Alagoas","201404","4º trimestre 2014","4116","Taxa combinada de desocupação e força de trabalho potencial, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",2.7,"27","Alagoas","201404","4º trimestre 2014","4117","Coeficiente de variação - Taxa combinada de desocupação e força de trabalho potencial, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",22.7,"27","Alagoas","201404","4º trimestre 2014","4118","Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",2.7,"27","Alagoas","201404","4º trimestre 2014","4119","Coeficiente de variação - Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",11.2,"27","Alagoas","201501","1º trimestre 2015","4099","Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",3.9,"27","Alagoas","201501","1º trimestre 2015","4103","Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",17.9,"27","Alagoas","201501","1º trimestre 2015","4114","Taxa combinada de desocupação e de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",3.2,"27","Alagoas","201501","1º trimestre 2015","4115","Coeficiente de variação - Taxa combinada de desocupação e de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",19.3,"27","Alagoas","201501","1º trimestre 2015","4116","Taxa combinada de desocupação e força de trabalho potencial, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",3,"27","Alagoas","201501","1º trimestre 2015","4117","Coeficiente de variação - Taxa combinada de desocupação e força de trabalho potencial, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",25.4,"27","Alagoas","201501","1º trimestre 2015","4118","Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",2.9,"27","Alagoas","201501","1º trimestre 2015","4119","Coeficiente de variação - Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",11.9,"27","Alagoas","201502","2º trimestre 2015","4099","Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",4.7,"27","Alagoas","201502","2º trimestre 2015","4103","Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",18.4,"27","Alagoas","201502","2º trimestre 2015","4114","Taxa combinada de desocupação e de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",3.8,"27","Alagoas","201502","2º trimestre 2015","4115","Coeficiente de variação - Taxa combinada de desocupação e de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",19.8,"27","Alagoas","201502","2º trimestre 2015","4116","Taxa combinada de desocupação e força de trabalho potencial, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",3.6,"27","Alagoas","201502","2º trimestre 2015","4117","Coeficiente de variação - Taxa combinada de desocupação e força de trabalho potencial, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",25.7,"27","Alagoas","201502","2º trimestre 2015","4118","Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",3.2,"27","Alagoas","201502","2º trimestre 2015","4119","Coeficiente de variação - Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",10.9,"27","Alagoas","201503","3º trimestre 2015","4099","Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",4.1,"27","Alagoas","201503","3º trimestre 2015","4103","Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",17.9,"27","Alagoas","201503","3º trimestre 2015","4114","Taxa combinada de desocupação e de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",3.5,"27","Alagoas","201503","3º trimestre 2015","4115","Coeficiente de variação - Taxa combinada de desocupação e de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",18.4,"27","Alagoas","201503","3º trimestre 2015","4116","Taxa combinada de desocupação e força de trabalho potencial, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",3.2,"27","Alagoas","201503","3º trimestre 2015","4117","Coeficiente de variação - Taxa combinada de desocupação e força de trabalho potencial, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",24.7,"27","Alagoas","201503","3º trimestre 2015","4118","Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",3,"27","Alagoas","201503","3º trimestre 2015","4119","Coeficiente de variação - Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",11.5,"27","Alagoas","201504","4º trimestre 2015","4099","Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",3.9,"27","Alagoas","201504","4º trimestre 2015","4103","Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",17.7,"27","Alagoas","201504","4º trimestre 2015","4114","Taxa combinada de desocupação e de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",3.2,"27","Alagoas","201504","4º trimestre 2015","4115","Coeficiente de variação - Taxa combinada de desocupação e de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",20.8,"27","Alagoas","201504","4º trimestre 2015","4116","Taxa combinada de desocupação e força de trabalho potencial, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",2.7,"27","Alagoas","201504","4º trimestre 2015","4117","Coeficiente de variação - Taxa combinada de desocupação e força de trabalho potencial, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",26.4,"27","Alagoas","201504","4º trimestre 2015","4118","Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",2.4,"27","Alagoas","201504","4º trimestre 2015","4119","Coeficiente de variação - Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",12.9,"27","Alagoas","201601","1º trimestre 2016","4099","Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",3.9,"27","Alagoas","201601","1º trimestre 2016","4103","Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",19.6,"27","Alagoas","201601","1º trimestre 2016","4114","Taxa combinada de desocupação e de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",3.4,"27","Alagoas","201601","1º trimestre 2016","4115","Coeficiente de variação - Taxa combinada de desocupação e de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",23.2,"27","Alagoas","201601","1º trimestre 2016","4116","Taxa combinada de desocupação e força de trabalho potencial, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",2.7,"27","Alagoas","201601","1º trimestre 2016","4117","Coeficiente de variação - Taxa combinada de desocupação e força de trabalho potencial, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",29.1,"27","Alagoas","201601","1º trimestre 2016","4118","Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",2.7,"27","Alagoas","201601","1º trimestre 2016","4119","Coeficiente de variação - Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",14.1,"27","Alagoas","201602","2º trimestre 2016","4099","Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",4.3,"27","Alagoas","201602","2º trimestre 2016","4103","Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",20.6,"27","Alagoas","201602","2º trimestre 2016","4114","Taxa combinada de desocupação e de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",3.3,"27","Alagoas","201602","2º trimestre 2016","4115","Coeficiente de variação - Taxa combinada de desocupação e de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",23.8,"27","Alagoas","201602","2º trimestre 2016","4116","Taxa combinada de desocupação e força de trabalho potencial, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",2.9,"27","Alagoas","201602","2º trimestre 2016","4117","Coeficiente de variação - Taxa combinada de desocupação e força de trabalho potencial, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",29.5,"27","Alagoas","201602","2º trimestre 2016","4118","Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",2.7,"27","Alagoas","201602","2º trimestre 2016","4119","Coeficiente de variação - Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",14.9,"27","Alagoas","201603","3º trimestre 2016","4099","Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",3.9,"27","Alagoas","201603","3º trimestre 2016","4103","Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",22.2,"27","Alagoas","201603","3º trimestre 2016","4114","Taxa combinada de desocupação e de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",2.9,"27","Alagoas","201603","3º trimestre 2016","4115","Coeficiente de variação - Taxa combinada de desocupação e de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",25.6,"27","Alagoas","201603","3º trimestre 2016","4116","Taxa combinada de desocupação e força de trabalho potencial, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",2.7,"27","Alagoas","201603","3º trimestre 2016","4117","Coeficiente de variação - Taxa combinada de desocupação e força de trabalho potencial, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",31.9,"27","Alagoas","201603","3º trimestre 2016","4118","Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",2.3,"27","Alagoas","201603","3º trimestre 2016","4119","Coeficiente de variação - Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",14.9,"27","Alagoas","201604","4º trimestre 2016","4099","Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",3.9,"27","Alagoas","201604","4º trimestre 2016","4103","Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",22.7,"27","Alagoas","201604","4º trimestre 2016","4114","Taxa combinada de desocupação e de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",3,"27","Alagoas","201604","4º trimestre 2016","4115","Coeficiente de variação - Taxa combinada de desocupação e de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",28.2,"27","Alagoas","201604","4º trimestre 2016","4116","Taxa combinada de desocupação e força de trabalho potencial, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",2.3,"27","Alagoas","201604","4º trimestre 2016","4117","Coeficiente de variação - Taxa combinada de desocupação e força de trabalho potencial, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",34.7,"27","Alagoas","201604","4º trimestre 2016","4118","Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",2.2,"27","Alagoas","201604","4º trimestre 2016","4119","Coeficiente de variação - Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",17.7,"27","Alagoas","201701","1º trimestre 2017","4099","Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",3.6,"27","Alagoas","201701","1º trimestre 2017","4103","Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",23.6,"27","Alagoas","201701","1º trimestre 2017","4114","Taxa combinada de desocupação e de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",3.2,"27","Alagoas","201701","1º trimestre 2017","4115","Coeficiente de variação - Taxa combinada de desocupação e de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",30.5,"27","Alagoas","201701","1º trimestre 2017","4116","Taxa combinada de desocupação e força de trabalho potencial, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",2.3,"27","Alagoas","201701","1º trimestre 2017","4117","Coeficiente de variação - Taxa combinada de desocupação e força de trabalho potencial, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",35.5,"27","Alagoas","201701","1º trimestre 2017","4118","Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",2.2,"27","Alagoas","201701","1º trimestre 2017","4119","Coeficiente de variação - Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",18,"27","Alagoas","201702","2º trimestre 2017","4099","Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",3.7,"27","Alagoas","201702","2º trimestre 2017","4103","Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",23.4,"27","Alagoas","201702","2º trimestre 2017","4114","Taxa combinada de desocupação e de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",3,"27","Alagoas","201702","2º trimestre 2017","4115","Coeficiente de variação - Taxa combinada de desocupação e de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",30.2,"27","Alagoas","201702","2º trimestre 2017","4116","Taxa combinada de desocupação e força de trabalho potencial, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",2.4,"27","Alagoas","201702","2º trimestre 2017","4117","Coeficiente de variação - Taxa combinada de desocupação e força de trabalho potencial, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",34.8,"27","Alagoas","201702","2º trimestre 2017","4118","Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",2.2,"27","Alagoas","201702","2º trimestre 2017","4119","Coeficiente de variação - Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",16,"27","Alagoas","201703","3º trimestre 2017","4099","Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",3.3,"27","Alagoas","201703","3º trimestre 2017","4103","Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",22.1,"27","Alagoas","201703","3º trimestre 2017","4114","Taxa combinada de desocupação e de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",3.1,"27","Alagoas","201703","3º trimestre 2017","4115","Coeficiente de variação - Taxa combinada de desocupação e de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",28.9,"27","Alagoas","201703","3º trimestre 2017","4116","Taxa combinada de desocupação e força de trabalho potencial, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",2.2,"27","Alagoas","201703","3º trimestre 2017","4117","Coeficiente de variação - Taxa combinada de desocupação e força de trabalho potencial, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",34.1,"27","Alagoas","201703","3º trimestre 2017","4118","Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",2.2,"27","Alagoas","201703","3º trimestre 2017","4119","Coeficiente de variação - Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",15.8,"27","Alagoas","201704","4º trimestre 2017","4099","Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",3.9,"27","Alagoas","201704","4º trimestre 2017","4103","Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",22.6,"27","Alagoas","201704","4º trimestre 2017","4114","Taxa combinada de desocupação e de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",3.3,"27","Alagoas","201704","4º trimestre 2017","4115","Coeficiente de variação - Taxa combinada de desocupação e de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",31.3,"27","Alagoas","201704","4º trimestre 2017","4116","Taxa combinada de desocupação e força de trabalho potencial, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",2.3,"27","Alagoas","201704","4º trimestre 2017","4117","Coeficiente de variação - Taxa combinada de desocupação e força de trabalho potencial, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",36.8,"27","Alagoas","201704","4º trimestre 2017","4118","Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",2.2,"27","Alagoas","201704","4º trimestre 2017","4119","Coeficiente de variação - Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",18,"27","Alagoas","201801","1º trimestre 2018","4099","Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",4,"27","Alagoas","201801","1º trimestre 2018","4103","Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
