"Nível Territorial (Código)","Nível Territorial","Unidade de Medida (Código)","Unidade de Medida","Valor","Unidade da Federação (Código)","Unidade da Federação","Ano (Código)","Ano","Variável (Código)","Variável"
"3","Unidade da Federação","2","%",28.28,"29","Bahia","2020","2020","546","Participação do valor adicionado bruto a preços correntes total no valor adicionado bruto a preços correntes total da grande região"
"3","Unidade da Federação","2","%",33.15,"29","Bahia","2020","2020","547","Participação do valor adicionado bruto a preços correntes da agropecuária no valor adicionado bruto a preços correntes da agropecuária da grande região"
"3","Unidade da Federação","40","Mil Reais",34058220,"29","Bahia","2021","2021","513","Valor adicionado bruto a preços correntes da agropecuária"
"3","Unidade da Federação","40","Mil Reais",76494697,"29","Bahia","2021","2021","517","Valor adicionado bruto a preços correntes da indústria"
"3","Unidade da Federação","40","Mil Reais",137724666,"29","Bahia","2021","2021","6575","Valor adicionado bruto a preços correntes dos serviços, exclusive administração, defesa, educação e saúde públicas e seguridade social"
"3","Unidade da Federação","2","%",11.08,"29","Bahia","2021","2021","516","Participação do valor adicionado bruto a preços correntes da agropecuária no valor adicionado bruto a preços correntes total"
"3","Unidade da Federação","2","%",33.87,"29","Bahia","2021","2021","548","Participação do valor adicionado bruto a preços correntes da indústria no valor adicionado bruto a preços correntes da indústria da grande região"
"3","Unidade da Federação","2","%",28.42,"29","Bahia","2021","2021","546","Participação do valor adicionado bruto a preços correntes total no valor adicionado bruto a preços correntes total da grande região"
"3","Unidade da Federação","2","%",33.49,"29","Bahia","2021","2021","547","Participação do valor adicionado bruto a preços correntes da agropecuária no valor adicionado bruto a preços correntes da agropecuária da grande região"
"3","Unidade da Federação","40","Mil Reais",1885081,"23","Ceará","2002","2002","513","Valor adicionado bruto a preços correntes da agropecuária"
"3","Unidade da Federação","40","Mil Reais",5671628,"23","Ceará","2002","2002","517","Valor adicionado bruto a preços correntes da indústria"
"3","Unidade da Federação","40","Mil Reais",11594125,"23","Ceará","2002","2002","6575","Valor adicionado bruto a preços correntes dos serviços, exclusive administração, defesa, educação e saúde públicas e seguridade social"
"3","Unidade da Federação","2","%",7.53,"23","Ceará","2002","2002","516","Participação do valor adicionado bruto a preços correntes da agropecuária no valor adicionado bruto a preços correntes total"
"3","Unidade da Federação","2","%",14.45,"23","Ceará","2002","2002","548","Participação do valor adicionado bruto a preços correntes da indústria no valor adicionado bruto a preços correntes da indústria da grande região"
"3","Unidade da Federação","2","%",14.65,"23","Ceará","2002","2002","546","Participação do valor adicionado bruto a preços correntes total no valor adicionado bruto a preços correntes total da grande região"
"3","Unidade da Federação","2","%",11.06,"23","Ceará","2002","2002","547","Participação do valor adicionado bruto a preços correntes da agropecuária no valor adicionado bruto a preços correntes da agropecuária da grande região"
"3","Unidade da Federação","40","Mil Reais",2547351,"23","Ceará","2003","2003","513","Valor adicionado bruto a preços correntes da agropecuária"
"3","Unidade da Federação","40","Mil Reais",6092234,"23","Ceará","2003","2003","517","Valor adicionado bruto a preços correntes da indústria"
"3","Unidade da Federação","40","Mil Reais",13366637,"23","Ceará","2003","2003","6575","Valor adicionado bruto a preços correntes dos serviços, exclusive administração, defesa, educação e saúde públicas e seguridade social"
"3","Unidade da Federação","2","%",8.91,"23","Ceará","2003","2003","516","Participação do valor adicionado bruto a preços correntes da agropecuária no valor adicionado bruto a preços correntes total"
"3","Unidade da Federação","2","%",13.98,"23","Ceará","2003","2003","548","Participação do valor adicionado bruto a preços correntes da indústria no valor adicionado bruto a preços correntes da indústria da grande região"
"3","Unidade da Federação","2","%",14.75,"23","Ceará","2003","2003","546","Participação do valor adicionado bruto a preços correntes total no valor adicionado bruto a preços correntes total da grande região"
"3","Unidade da Federação","2","%",12.14,"23","Ceará","2003","2003","547","Participação do valor adicionado bruto a preços correntes da agropecuária no valor adicionado bruto a preços correntes da agropecuária da grande região"
"3","Unidade da Federação","40","Mil Reais",2481449,"23","Ceará","2004","2004","513","Valor adicionado bruto a preços correntes da agropecuária"
"3","Unidade da Federação","40","Mil Reais",7459181,"23","Ceará","2004","2004","517","Valor adicionado bruto a preços correntes da indústria"
"3","Unidade da Federação","40","Mil Reais",15207680,"23","Ceará","2004","2004","6575","Valor adicionado bruto a preços correntes dos serviços, exclusive administração, defesa, educação e saúde públicas e seguridade social"
"3","Unidade da Federação","2","%",7.71,"23","Ceará","2004","2004","516","Participação do valor adicionado bruto a preços correntes da agropecuária no valor adicionado bruto a preços correntes total"
"3","Unidade da Federação","2","%",14.38,"23","Ceará","2004","2004","548","Participação do valor adicionado bruto a preços correntes da indústria no valor adicionado bruto a preços correntes da indústria da grande região"
"3","Unidade da Federação","2","%",14.63,"23","Ceará","2004","2004","546","Participação do valor adicionado bruto a preços correntes total no valor adicionado bruto a preços correntes total da grande região"
"3","Unidade da Federação","2","%",11.06,"23","Ceará","2004","2004","547","Participação do valor adicionado bruto a preços correntes da agropecuária no valor adicionado bruto a preços correntes da agropecuária da grande região"
"3","Unidade da Federação","40","Mil Reais",2480487,"23","Ceará","2005","2005","513","Valor adicionado bruto a preços correntes da agropecuária"
"3","Unidade da Federação","40","Mil Reais",7745461,"23","Ceará","2005","2005","517","Valor adicionado bruto a preços correntes da indústria"
"3","Unidade da Federação","40","Mil Reais",17761667,"23","Ceará","2005","2005","6575","Valor adicionado bruto a preços correntes dos serviços, exclusive administração, defesa, educação e saúde públicas e seguridade social"
"3","Unidade da Federação","2","%",6.87,"23","Ceará","2005","2005","516","Participação do valor adicionado bruto a preços correntes da agropecuária no valor adicionado bruto a preços correntes total"
"3","Unidade da Federação","2","%",13.64,"23","Ceará","2005","2005","548","Participação do valor adicionado bruto a preços correntes da indústria no valor adicionado bruto a preços correntes da indústria da grande região"
"3","Unidade da Federação","2","%",14.66,"23","Ceará","2005","2005","546","Participação do valor adicionado bruto a preços correntes total no valor adicionado bruto a preços correntes total da grande região"
"3","Unidade da Federação","2","%",11.26,"23","Ceará","2005","2005","547","Participação do valor adicionado bruto a preços correntes da agropecuária no valor adicionado bruto a preços correntes da agropecuária da grande região"
"3","Unidade da Federação","40","Mil Reais",3204301,"23","Ceará","2006","2006","513","Valor adicionado bruto a preços correntes da agropecuária"
"3","Unidade da Federação","40","Mil Reais",8799847,"23","Ceará","2006","2006","517","Valor adicionado bruto a preços correntes da indústria"
"3","Unidade da Federação","40","Mil Reais",18898575,"23","Ceará","2006","2006","6575","Valor adicionado bruto a preços correntes dos serviços, exclusive administração, defesa, educação e saúde públicas e seguridade social"
"3","Unidade da Federação","2","%",7.93,"23","Ceará","2006","2006","516","Participação do valor adicionado bruto a preços correntes da agropecuária no valor adicionado bruto a preços correntes total"
"3","Unidade da Federação","2","%",13.72,"23","Ceará","2006","2006","548","Participação do valor adicionado bruto a preços correntes da indústria no valor adicionado bruto a preços correntes da indústria da grande região"
"3","Unidade da Federação","2","%",14.64,"23","Ceará","2006","2006","546","Participação do valor adicionado bruto a preços correntes total no valor adicionado bruto a preços correntes total da grande região"
"3","Unidade da Federação","2","%",13.68,"23","Ceará","2006","2006","547","Participação do valor adicionado bruto a preços correntes da agropecuária no valor adicionado bruto a preços correntes da agropecuária da grande região"
"3","Unidade da Federação","40","Mil Reais",2929836,"23","Ceará","2007","2007","513","Valor adicionado bruto a preços correntes da agropecuária"
"3","Unidade da Federação","40","Mil Reais",9522247,"23","Ceará","2007","2007","517","Valor adicionado bruto a preços correntes da indústria"
"3","Unidade da Federação","40","Mil Reais",21449458,"23","Ceará","2007","2007","6575","Valor adicionado bruto a preços correntes dos serviços, exclusive administração, defesa, educação e saúde públicas e seguridade social"
"3","Unidade da Federação","2","%",6.62,"23","Ceará","2007","2007","516","Participação do valor adicionado bruto a preços correntes da agropecuária no valor adicionado bruto a preços correntes total"
"3","Unidade da Federação","2","%",14,"23","Ceará","2007","2007","548","Participação do valor adicionado bruto a preços correntes da indústria no valor adicionado bruto a preços correntes da indústria da grande região"
"3","Unidade da Federação","2","%",14.32,"23","Ceará","2007","2007","546","Participação do valor adicionado bruto a preços correntes total no valor adicionado bruto a preços correntes total da grande região"
"3","Unidade da Federação","2","%",11.7,"23","Ceará","2007","2007","547","Participação do valor adicionado bruto a preços correntes da agropecuária no valor adicionado bruto a preços correntes da agropecuária da grande região"
"3","Unidade da Federação","40","Mil Reais",4027756,"23","Ceará","2008","2008","513","Valor adicionado bruto a preços correntes da agropecuária"
"3","Unidade da Federação","40","Mil Reais",11363224,"23","Ceará","2008","2008","517","Valor adicionado bruto a preços correntes da indústria"
"3","Unidade da Federação","40","Mil Reais",24391900,"23","Ceará","2008","2008","6575","Valor adicionado bruto a preços correntes dos serviços, exclusive administração, defesa, educação e saúde públicas e seguridade social"
"3","Unidade da Federação","2","%",7.65,"23","Ceará","2008","2008","516","Participação do valor adicionado bruto a preços correntes da agropecuária no valor adicionado bruto a preços correntes total"
"3","Unidade da Federação","2","%",14.49,"23","Ceará","2008","2008","548","Participação do valor adicionado bruto a preços correntes da indústria no valor adicionado bruto a preços correntes da indústria da grande região"
"3","Unidade da Federação","2","%",14.86,"23","Ceará","2008","2008","546","Participação do valor adicionado bruto a preços correntes total no valor adicionado bruto a preços correntes total da grande região"
"3","Unidade da Federação","2","%",12.93,"23","Ceará","2008","2008","547","Participação do valor adicionado bruto a preços correntes da agropecuária no valor adicionado bruto a preços correntes da agropecuária da grande região"
"3","Unidade da Federação","40","Mil Reais",3529844,"23","Ceará","2009","2009","513","Valor adicionado bruto a preços correntes da agropecuária"
"3","Unidade da Federação","40","Mil Reais",13104688,"23","Ceará","2009","2009","517","Valor adicionado bruto a preços correntes da indústria"
"3","Unidade da Federação","40","Mil Reais",27707288,"23","Ceará","2009","2009","6575","Valor adicionado bruto a preços correntes dos serviços, exclusive administração, defesa, educação e saúde públicas e seguridade social"
"3","Unidade da Federação","2","%",5.99,"23","Ceará","2009","2009","516","Participação do valor adicionado bruto a preços correntes da agropecuária no valor adicionado bruto a preços correntes total"
"3","Unidade da Federação","2","%",15.42,"23","Ceará","2009","2009","548","Participação do valor adicionado bruto a preços correntes da indústria no valor adicionado bruto a preços correntes da indústria da grande região"
"3","Unidade da Federação","2","%",14.82,"23","Ceará","2009","2009","546","Participação do valor adicionado bruto a preços correntes total no valor adicionado bruto a preços correntes total da grande região"
"3","Unidade da Federação","2","%",11.24,"23","Ceará","2009","2009","547","Participação do valor adicionado bruto a preços correntes da agropecuária no valor adicionado bruto a preços correntes da agropecuária da grande região"
"3","Unidade da Federação","40","Mil Reais",3495911,"23","Ceará","2010","2010","513","Valor adicionado bruto a preços correntes da agropecuária"
"3","Unidade da Federação","40","Mil Reais",15177896,"23","Ceará","2010","2010","517","Valor adicionado bruto a preços correntes da indústria"
"3","Unidade da Federação","40","Mil Reais",34074269,"23","Ceará","2010","2010","6575","Valor adicionado bruto a preços correntes dos serviços, exclusive administração, defesa, educação e saúde públicas e seguridade social"
"3","Unidade da Federação","2","%",5.05,"23","Ceará","2010","2010","516","Participação do valor adicionado bruto a preços correntes da agropecuária no valor adicionado bruto a preços correntes total"
"3","Unidade da Federação","2","%",14.47,"23","Ceará","2010","2010","548","Participação do valor adicionado bruto a preços correntes da indústria no valor adicionado bruto a preços correntes da indústria da grande região"
"3","Unidade da Federação","2","%",15.09,"23","Ceará","2010","2010","546","Participação do valor adicionado bruto a preços correntes total no valor adicionado bruto a preços correntes total da grande região"
"3","Unidade da Federação","2","%",11.34,"23","Ceará","2010","2010","547","Participação do valor adicionado bruto a preços correntes da agropecuária no valor adicionado bruto a preços correntes da agropecuária da grande região"
"3","Unidade da Federação","40","Mil Reais",5097213,"23","Ceará","2011","2011","513","Valor adicionado bruto a preços correntes da agropecuária"
"3","Unidade da Federação","40","Mil Reais",16668369,"23","Ceará","2011","2011","517","Valor adicionado bruto a preços correntes da indústria"
"3","Unidade da Federação","40","Mil Reais",38621600,"23","Ceará","2011","2011","6575","Valor adicionado bruto a preços correntes dos serviços, exclusive administração, defesa, educação e saúde públicas e seguridade social"
"3","Unidade da Federação","2","%",6.51,"23","Ceará","2011","2011","516","Participação do valor adicionado bruto a preços correntes da agropecuária no valor adicionado bruto a preços correntes total"
"3","Unidade da Federação","2","%",14.76,"23","Ceará","2011","2011","548","Participação do valor adicionado bruto a preços correntes da indústria no valor adicionado bruto a preços correntes da indústria da grande região"
"3","Unidade da Federação","2","%",15.34,"23","Ceará","2011","2011","546","Participação do valor adicionado bruto a preços correntes total no valor adicionado bruto a preços correntes total da grande região"
"3","Unidade da Federação","2","%",14.27,"23","Ceará","2011","2011","547","Participação do valor adicionado bruto a preços correntes da agropecuária no valor adicionado bruto a preços correntes da agropecuária da grande região"
"3","Unidade da Federação","40","Mil Reais",3940265,"23","Ceará","2012","2012","513","Valor adicionado bruto a preços correntes da agropecuária"
"3","Unidade da Federação","40","Mil Reais",17811604,"23","Ceará","2012","2012","517","Valor adicionado bruto a preços correntes da indústria"
"3","Unidade da Federação","40","Mil Reais",43285274,"23","Ceará","2012","2012","6575","Valor adicionado bruto a preços correntes dos serviços, exclusive administração, defesa, educação e saúde públicas e seguridade social"
"3","Unidade da Federação","2","%",4.69,"23","Ceará","2012","2012","516","Participação do valor adicionado bruto a preços correntes da agropecuária no valor adicionado bruto a preços correntes total"
"3","Unidade da Federação","2","%",14.38,"23","Ceará","2012","2012","548","Participação do valor adicionado bruto a preços correntes da indústria no valor adicionado bruto a preços correntes da indústria da grande região"
"3","Unidade da Federação","2","%",14.75,"23","Ceará","2012","2012","546","Participação do valor adicionado bruto a preços correntes total no valor adicionado bruto a preços correntes total da grande região"
"3","Unidade da Federação","2","%",11.16,"23","Ceará","2012","2012","547","Participação do valor adicionado bruto a preços correntes da agropecuária no valor adicionado bruto a preços correntes da agropecuária da grande região"
"3","Unidade da Federação","40","Mil Reais",4879645,"23","Ceará","2013","2013","513","Valor adicionado bruto a preços correntes da agropecuária"
"3","Unidade da Federação","40","Mil Reais",19347583,"23","Ceará","2013","2013","517","Valor adicionado bruto a preços correntes da indústria"
"3","Unidade da Federação","40","Mil Reais",48931355,"23","Ceará","2013","2013","6575","Valor adicionado bruto a preços correntes dos serviços, exclusive administração, defesa, educação e saúde públicas e seguridade social"
"3","Unidade da Federação","2","%",5.14,"23","Ceará","2013","2013","516","Participação do valor adicionado bruto a preços correntes da agropecuária no valor adicionado bruto a preços correntes total"
"3","Unidade da Federação","2","%",15.03,"23","Ceará","2013","2013","548","Participação do valor adicionado bruto a preços correntes da indústria no valor adicionado bruto a preços correntes da indústria da grande região"
"3","Unidade da Federação","2","%",14.96,"23","Ceará","2013","2013","546","Participação do valor adicionado bruto a preços correntes total no valor adicionado bruto a preços correntes total da grande região"
"3","Unidade da Federação","2","%",12.37,"23","Ceará","2013","2013","547","Participação do valor adicionado bruto a preços correntes da agropecuária no valor adicionado bruto a preços correntes da agropecuária da grande região"
"3","Unidade da Federação","40","Mil Reais",5763512,"23","Ceará","2014","2014","513","Valor adicionado bruto a preços correntes da agropecuária"
"3","Unidade da Federação","40","Mil Reais",21219779,"23","Ceará","2014","2014","517","Valor adicionado bruto a preços correntes da indústria"
"3","Unidade da Federação","40","Mil Reais",58697767,"23","Ceará","2014","2014","6575","Valor adicionado bruto a preços correntes dos serviços, exclusive administração, defesa, educação e saúde públicas e seguridade social"
"3","Unidade da Federação","2","%",5.2,"23","Ceará","2014","2014","516","Participação do valor adicionado bruto a preços correntes da agropecuária no valor adicionado bruto a preços correntes total"
"3","Unidade da Federação","2","%",15.43,"23","Ceará","2014","2014","548","Participação do valor adicionado bruto a preços correntes da indústria no valor adicionado bruto a preços correntes da indústria da grande região"
"3","Unidade da Federação","2","%",15.62,"23","Ceará","2014","2014","546","Participação do valor adicionado bruto a preços correntes total no valor adicionado bruto a preços correntes total da grande região"
"3","Unidade da Federação","2","%",12.85,"23","Ceará","2014","2014","547","Participação do valor adicionado bruto a preços correntes da agropecuária no valor adicionado bruto a preços correntes da agropecuária da grande região"
"3","Unidade da Federação","40","Mil Reais",5158506,"23","Ceará","2015","2015","513","Valor adicionado bruto a preços correntes da agropecuária"
"3","Unidade da Federação","40","Mil Reais",22419459,"23","Ceará","2015","2015","517","Valor adicionado bruto a preços correntes da indústria"
"3","Unidade da Federação","40","Mil Reais",59941425,"23","Ceará","2015","2015","6575","Valor adicionado bruto a preços correntes dos serviços, exclusive administração, defesa, educação e saúde públicas e seguridade social"
"3","Unidade da Federação","2","%",4.5,"23","Ceará","2015","2015","516","Participação do valor adicionado bruto a preços correntes da agropecuária no valor adicionado bruto a preços correntes total"
"3","Unidade da Federação","2","%",15.03,"23","Ceará","2015","2015","548","Participação do valor adicionado bruto a preços correntes da indústria no valor adicionado bruto a preços correntes da indústria da grande região"
"3","Unidade da Federação","2","%",15.32,"23","Ceará","2015","2015","546","Participação do valor adicionado bruto a preços correntes total no valor adicionado bruto a preços correntes total da grande região"
"3","Unidade da Federação","2","%",10.67,"23","Ceará","2015","2015","547","Participação do valor adicionado bruto a preços correntes da agropecuária no valor adicionado bruto a preços correntes da agropecuária da grande região"
"3","Unidade da Federação","40","Mil Reais",5720372,"23","Ceará","2016","2016","513","Valor adicionado bruto a preços correntes da agropecuária"
"3","Unidade da Federação","40","Mil Reais",23383228,"23","Ceará","2016","2016","517","Valor adicionado bruto a preços correntes da indústria"
"3","Unidade da Federação","40","Mil Reais",64274033,"23","Ceará","2016","2016","6575","Valor adicionado bruto a preços correntes dos serviços, exclusive administração, defesa, educação e saúde públicas e seguridade social"
"3","Unidade da Federação","2","%",4.7,"23","Ceará","2016","2016","516","Participação do valor adicionado bruto a preços correntes da agropecuária no valor adicionado bruto a preços correntes total"
"3","Unidade da Federação","2","%",15.13,"23","Ceará","2016","2016","548","Participação do valor adicionado bruto a preços correntes da indústria no valor adicionado bruto a preços correntes da indústria da grande região"
"3","Unidade da Federação","2","%",15.37,"23","Ceará","2016","2016","546","Participação do valor adicionado bruto a preços correntes total no valor adicionado bruto a preços correntes total da grande região"
"3","Unidade da Federação","2","%",11.7,"23","Ceará","2016","2016","547","Participação do valor adicionado bruto a preços correntes da agropecuária no valor adicionado bruto a preços correntes da agropecuária da grande região"
"3","Unidade da Federação","40","Mil Reais",7487618,"23","Ceará","2017","2017","513","Valor adicionado bruto a preços correntes da agropecuária"
"3","Unidade da Federação","40","Mil Reais",22209937,"23","Ceará","2017","2017","517","Valor adicionado bruto a preços correntes da indústria"
"3","Unidade da Federação","40","Mil Reais",69602096,"23","Ceará","2017","2017","6575","Valor adicionado bruto a preços correntes dos serviços, exclusive administração, defesa, educação e saúde públicas e seguridade social"
"3","Unidade da Federação","2","%",5.75,"23","Ceará","2017","2017","516","Participação do valor adicionado bruto a preços correntes da agropecuária no valor adicionado bruto a preços correntes total"
"3","Unidade da Federação","2","%",14.03,"23","Ceará","2017","2017","548","Participação do valor adicionado bruto a preços correntes da indústria no valor adicionado bruto a preços correntes da indústria da grande região"
"3","Unidade da Federação","2","%",15.5,"23","Ceará","2017","2017","546","Participação do valor adicionado bruto a preços correntes total no valor adicionado bruto a preços correntes total da grande região"
"3","Unidade da Federação","2","%",13.51,"23","Ceará","2017","2017","547","Participação do valor adicionado bruto a preços correntes da agropecuária no valor adicionado bruto a preços correntes da agropecuária da grande região"
"3","Unidade da Federação","40","Mil Reais",7092296,"23","Ceará","2018","2018","513","Valor adicionado bruto a preços correntes da agropecuária"
"3","Unidade da Federação","40","Mil Reais",24796334,"23","Ceará","2018","2018","517","Valor adicionado bruto a preços correntes da indústria"
"3","Unidade da Federação","40","Mil Reais",72770082,"23","Ceará","2018","2018","6575","Valor adicionado bruto a preços correntes dos serviços, exclusive administração, defesa, educação e saúde públicas e seguridade social"
"3","Unidade da Federação","2","%",5.17,"23","Ceará","2018","2018","516","Participação do valor adicionado bruto a preços correntes da agropecuária no valor adicionado bruto a preços correntes total"
"3","Unidade da Federação","2","%",14.91,"23","Ceará","2018","2018","548","Participação do valor adicionado bruto a preços correntes da indústria no valor adicionado bruto a preços correntes da indústria da grande região"
"3","Unidade da Federação","2","%",15.55,"23","Ceará","2018","2018","546","Participação do valor adicionado bruto a preços correntes total no valor adicionado bruto a preços correntes total da grande região"
"3","Unidade da Federação","2","%",11.92,"23","Ceará","2018","2018","547","Participação do valor adicionado bruto a preços correntes da agropecuária no valor adicionado bruto a preços correntes da agropecuária da grande região"
"3","Unidade da Federação","40","Mil Reais",7360088,"23","Ceará","2019","2019","513","Valor adicionado bruto a preços correntes da agropecuária"
"3","Unidade da Federação","40","Mil Reais",24407727,"23","Ceará","2019","2019","517","Valor adicionado bruto a preços correntes da indústria"
"3","Unidade da Federação","40","Mil Reais",77038375,"23","Ceará","2019","2019","6575","Valor adicionado bruto a preços correntes dos serviços, exclusive administração, defesa, educação e saúde públicas e seguridade social"
"3","Unidade da Federação","2","%",5.14,"23","Ceará","2019","2019","516","Participação do valor adicionado bruto a preços correntes da agropecuária no valor adicionado bruto a preços correntes total"
"3","Unidade da Federação","2","%",14.41,"23","Ceará","2019","2019","548","Participação do valor adicionado bruto a preços correntes da indústria no valor adicionado bruto a preços correntes da indústria da grande região"
"3","Unidade da Federação","2","%",15.61,"23","Ceará","2019","2019","546","Participação do valor adicionado bruto a preços correntes total no valor adicionado bruto a preços correntes total da grande região"
"3","Unidade da Federação","2","%",12.29,"23","Ceará","2019","2019","547","Participação do valor adicionado bruto a preços correntes da agropecuária no valor adicionado bruto a preços correntes da agropecuária da grande região"
"3","Unidade da Federação","40","Mil Reais",9508982,"23","Ceará","2020","2020","513","Valor adicionado bruto a preços correntes da agropecuária"
"3","Unidade da Federação","40","Mil Reais",25084342,"23","Ceará","2020","2020","517","Valor adicionado bruto a preços correntes da indústria"
"3","Unidade da Federação","40","Mil Reais",75388196,"23","Ceará","2020","2020","6575","Valor adicionado bruto a preços correntes dos serviços, exclusive administração, defesa, educação e saúde públicas e seguridade social"
"3","Unidade da Federação","2","%",6.51,"23","Ceará","2020","2020","516","Participação do valor adicionado bruto a preços correntes da agropecuária no valor adicionado bruto a preços correntes total"
"3","Unidade da Federação","2","%",13.85,"23","Ceará","2020","2020","548","Participação do valor adicionado bruto a preços correntes da indústria no valor adicionado bruto a preços correntes da indústria da grande região"
"3","Unidade da Federação","2","%",15.41,"23","Ceará","2020","2020","546","Participação do valor adicionado bruto a preços correntes total no valor adicionado bruto a preços correntes total da grande região"
"3","Unidade da Federação","2","%",11.25,"23","Ceará","2020","2020","547","Participação do valor adicionado bruto a preços correntes da agropecuária no valor adicionado bruto a preços correntes da agropecuária da grande região"
"3","Unidade da Federação","40","Mil Reais",10410352,"23","Ceará","2021","2021","513","Valor adicionado bruto a preços correntes da agropecuária"
"3","Unidade da Federação","40","Mil Reais",34230713,"23","Ceará","2021","2021","517","Valor adicionado bruto a preços correntes da indústria"
"3","Unidade da Federação","40","Mil Reais",83990541,"23","Ceará","2021","2021","6575","Valor adicionado bruto a preços correntes dos serviços, exclusive administração, defesa, educação e saúde públicas e seguridade social"
"3","Unidade da Federação","2","%",6.23,"23","Ceará","2021","2021","516","Participação do valor adicionado bruto a preços correntes da agropecuária no valor adicionado bruto a preços correntes total"
"3","Unidade da Federação","2","%",15.16,"23","Ceará","2021","2021","548","Participação do valor adicionado bruto a preços correntes da indústria no valor adicionado bruto a preços correntes da indústria da grande região"
"3","Unidade da Federação","2","%",15.45,"23","Ceará","2021","2021","546","Participação do valor adicionado bruto a preços correntes total no valor adicionado bruto a preços correntes total da grande região"
"3","Unidade da Federação","2","%",10.24,"23","Ceará","2021","2021","547","Participação do valor adicionado bruto a preços correntes da agropecuária no valor adicionado bruto a preços correntes da agropecuária da grande região"
"3","Unidade da Federação","40","Mil Reais",165417,"53","Distrito Federal","2002","2002","513","Valor adicionado bruto a preços correntes da agropecuária"
"3","Unidade da Federação","40","Mil Reais",4089947,"53","Distrito Federal","2002","2002","517","Valor adicionado bruto a preços correntes da indústria"
"3","Unidade da Federação","40","Mil Reais",21927573,"53","Distrito Federal","2002","2002","6575","Valor adicionado bruto a preços correntes dos serviços, exclusive administração, defesa, educação e saúde públicas e seguridade social"
"3","Unidade da Federação","2","%",0.35,"53","Distrito Federal","2002","2002","516","Participação do valor adicionado bruto a preços correntes da agropecuária no valor adicionado bruto a preços correntes total"
"3","Unidade da Federação","2","%",22.37,"53","Distrito Federal","2002","2002","548","Participação do valor adicionado bruto a preços correntes da indústria no valor adicionado bruto a preços correntes da indústria da grande região"
"3","Unidade da Federação","2","%",41.77,"53","Distrito Federal","2002","2002","546","Participação do valor adicionado bruto a preços correntes total no valor adicionado bruto a preços correntes total da grande região"
"3","Unidade da Federação","2","%",1.27,"53","Distrito Federal","2002","2002","547","Participação do valor adicionado bruto a preços correntes da agropecuária no valor adicionado bruto a preços correntes da agropecuária da grande região"
"3","Unidade da Federação","40","Mil Reais",202741,"53","Distrito Federal","2003","2003","513","Valor adicionado bruto a preços correntes da agropecuária"
"3","Unidade da Federação","40","Mil Reais",3626553,"53","Distrito Federal","2003","2003","517","Valor adicionado bruto a preços correntes da indústria"
"3","Unidade da Federação","40","Mil Reais",23457578,"53","Distrito Federal","2003","2003","6575","Valor adicionado bruto a preços correntes dos serviços, exclusive administração, defesa, educação e saúde públicas e seguridade social"
"3","Unidade da Federação","2","%",0.4,"53","Distrito Federal","2003","2003","516","Participação do valor adicionado bruto a preços correntes da agropecuária no valor adicionado bruto a preços correntes total"
"3","Unidade da Federação","2","%",17.68,"53","Distrito Federal","2003","2003","548","Participação do valor adicionado bruto a preços correntes da indústria no valor adicionado bruto a preços correntes da indústria da grande região"
"3","Unidade da Federação","2","%",37.76,"53","Distrito Federal","2003","2003","546","Participação do valor adicionado bruto a preços correntes total no valor adicionado bruto a preços correntes total da grande região"
"3","Unidade da Federação","2","%",1.08,"53","Distrito Federal","2003","2003","547","Participação do valor adicionado bruto a preços correntes da agropecuária no valor adicionado bruto a preços correntes da agropecuária da grande região"
"3","Unidade da Federação","40","Mil Reais",207927,"53","Distrito Federal","2004","2004","513","Valor adicionado bruto a preços correntes da agropecuária"
"3","Unidade da Federação","40","Mil Reais",4582968,"53","Distrito Federal","2004","2004","517","Valor adicionado bruto a preços correntes da indústria"
"3","Unidade da Federação","40","Mil Reais",26294290,"53","Distrito Federal","2004","2004","6575","Valor adicionado bruto a preços correntes dos serviços, exclusive administração, defesa, educação e saúde públicas e seguridade social"
"3","Unidade da Federação","2","%",0.36,"53","Distrito Federal","2004","2004","516","Participação do valor adicionado bruto a preços correntes da agropecuária no valor adicionado bruto a preços correntes total"
"3","Unidade da Federação","2","%",17.61,"53","Distrito Federal","2004","2004","548","Participação do valor adicionado bruto a preços correntes da indústria no valor adicionado bruto a preços correntes da indústria da grande região"
"3","Unidade da Federação","2","%",37.87,"53","Distrito Federal","2004","2004","546","Participação do valor adicionado bruto a preços correntes total no valor adicionado bruto a preços correntes total da grande região"
"3","Unidade da Federação","2","%",0.99,"53","Distrito Federal","2004","2004","547","Participação do valor adicionado bruto a preços correntes da agropecuária no valor adicionado bruto a preços correntes da agropecuária da grande região"
"3","Unidade da Federação","40","Mil Reais",233067,"53","Distrito Federal","2005","2005","513","Valor adicionado bruto a preços correntes da agropecuária"
"3","Unidade da Federação","40","Mil Reais",5404387,"53","Distrito Federal","2005","2005","517","Valor adicionado bruto a preços correntes da indústria"
"3","Unidade da Federação","40","Mil Reais",29543223,"53","Distrito Federal","2005","2005","6575","Valor adicionado bruto a preços correntes dos serviços, exclusive administração, defesa, educação e saúde públicas e seguridade social"
"3","Unidade da Federação","2","%",0.36,"53","Distrito Federal","2005","2005","516","Participação do valor adicionado bruto a preços correntes da agropecuária no valor adicionado bruto a preços correntes total"
"3","Unidade da Federação","2","%",19.69,"53","Distrito Federal","2005","2005","548","Participação do valor adicionado bruto a preços correntes da indústria no valor adicionado bruto a preços correntes da indústria da grande região"
